Users,Comments,Labels
Syed Asad Kazmi,Choor nawaz phansy karo.,Angry
Syed Asad Kazmi,Choorny,Angry
Syed Asad Kazmi,Chooron ki quran par kar madad na karo.jhanam jaogey sure.,Angry
Syed Asad Kazmi,Diesel choor,Angry
Syed Asad Kazmi,Lanat diesel,Angry
Syed Asad Kazmi,Shame less leader.mullah.,Angry
Syed Khuram Bukhari,chor,Angry
Syed Mehdi,Chor,Angry
Syed Mohsin,go f**ka yourself,Angry
Syed Muhammad Ali Gillani,Chorni with all group of chor,Angry
Syed Naqvi,Ap ko sharam ani chahi hai pehly ek dosre ke khelaf bath Kar Rahi te aur aj Bai Bai hai Koy such lo ke Kyo asaa Kar raha hai ap khod socho,Angry
Syed Naqvi,chor,Angry
Syed Saba,chor,Angry
Syed Sajad,chor,Angry
Syed Shahzad Ali,Kuta,Angry
Syed Shuja Hussain,Convicted absconder Nawaz Sharif is a dead horse.,Angry
Syedqumar Abbas,Lanat tum sab par,Angry
Sylvia Jaffery,chor,Angry
Tabassum Khan,chor,Angry
Tabassum Parween,Bai shurm moulana jub too Kashmir comuty ka chair man that jub to toonay kabhi aav√ az nahi nikaali ab bukvaas kur Raha hai,Angry
Tajammul H. Anwar,chor,Angry
talath Naqvi,Twits like Raza Rumi trying their hand at #SpinDoctoring! #PDM #Blackmailing tactics have failed &amp; @OfficialDGISPRÖ https://t.co/TYfp6VfeNI,Angry
Talha Khan,hud ho gai iss desh ki,Angry
Tanvir Hassan,Chor beti chor baap,Angry
Tariq Jalil,Chor,Angry
Tariq Jalil,chor,Angry
Tariq Khan Otmanzai,chor,Angry
Tariq Mahmood,"Diesel khud govt se baher hai, iss liye chal posi kar rah hai, tumbko kuch b nei milay ga, inshaAllah.",Angry
Tariq Shamsher Khan,"11 parties ko nach nachwa diya aur kitna elh chahiye chorni rani ko,isse zyda elh hogya to 11 mulko ki police bhi piche lag jayegi in choro lootero ke.",Angry
Tasawwer Shehzad,chor,Angry
Tasneem Sa,chor,Angry
Tauqeer Kakakhel,chor,Angry
Tayyab Yamin,chor,Angry
Tayyaba Fatima,Allah pak jehnum naseeb farma ameen,Angry
Tayyba Hussain Saeed,Chorni bagori,Angry
Touseef √ùo≈´sƒÅf≈ºaƒ´,Gando molana,Angry
Umair Javed Kambo,Lant ha chor pe,Angry
Umair Khan,chor,Angry
Umar Gujjar,All know well Geedar now.,Angry
Umar Gujjar,chor,Angry
Umar Zaman,"PM Select @ImranKhanPTI has no shame in constantly lying. Heís robbing and degrading Pakistan, fully exposed now, hÖ https://t.co/oXv4jfh73N",Angry
UmAr Zia,chor,Angry
UnityJusticePiece,@iVeenaKhan PMLN and Ppp partnership did not even left zakat given for orphans.,Angry
Universaltime Tajamal Hussain,Bohat khabees he,Angry
Usman Ali,chor,Angry
Usman Khan,chor,Angry
Usman Rasool,aby army ka danda aega sab theek hojaengay jitni bakwas kerni hai kerlo.....,Angry
Vinay Yadav,Haraam khane wali ko kese nazar aai gi,Angry
Waheed Ahmed,Lanat tum per our is kuti per,Angry
Waheed Rehmat,And than enjoyed live music and born fire back in hotel in Quetta to get over the sadness!!! Most Pathetic & shameless character!!!,Angry
Wajid Hashmi,"Chor ki awld donít step in kpk,sharam karo",Angry
Waleed Bin Khalid,Chooooooor choooooor we will never acept you,Angry
Waqar Ansari,chor,Angry
Waqar Hussain,chor,Angry
WaQas KhoSo,Haaaaaaa jisny dkhan hy dkho me pak foj par bhonk rhi hun,Angry
Waqas Nawaz,chor,Angry
Waseem Ul Haq,chor,Angry
Wasi Tanha Ws,Diesal dalal murda baad,Angry
Wasim Ahmad Khan,chor,Angry
Wasim Qadir,chor,Angry
Wazir Khan,Choro ka tola sab juth,Angry
Xeno Tajammul,Chor,Angry
Yahya Kaleem Rph,chor,Angry
Yasin Nizam,chor,Angry
Yasir Khan,chor,Angry
Yasir Khan,Chori bacho sentiment,Angry
Yasir Rajpoot Rajpoot,Jab se tum ne dhrne deay han zamendar zlli ho rhy han,Angry
Younas Khan,Diesel sab tum NY arbon kherbon kahan sy kamaya tumhara koie karobar nhine aor tum 10 sal tak Kashmir cumeti ka sarbra rahy tum ny Kashmir ko modi k hath mine becha hy diesel tum RAW Israele Agent how sharam kro Indian yahodeon k Agent,Angry
Z??????????????L??K??,RT @haiderium14: They not only #bringbackcorruptednawaz but also let her absolutely ridiculous and merit less @MaryamNSharif do stupid ralÖ,Angry
Z??????????????L??K??,RT @haiderium14: They not only #bringbackcorruptednawaz but also let her absolutely ridiculous and merit less @MaryamNSharif do stupid ralÖ,Angry
Zaffar Abbas,chor,Angry
Zaffi Babu,chor,Angry
Zaffi Babu,chor,Angry
Zaffi Babu,chor,Angry
Zaffi Babu,chor,Angry
Zaffi Babu,chor,Angry
Zafran Khan Andarh,Shame on Nani,Angry
Zaheer Ahmed Dar,LANTI CHORRRRRRRRRR GHADAR ZALEEL LOGON KA TOLA.,Angry
Zahid Mir,Bhooky kuty aik shair ka shikar krny k leay ikhaty hain mashAllah,Angry
Zahoor Ilahi,Shame on u,Angry
Zain Khan,chor,Angry
Zain Siddiqui,chor,Angry
Zakir Ullah,Did Quaid e Azam lecture to use tax money for personal interest and buy properties abroad and leave nation starving?,Angry
zee??,RT @haiderium14: They not only #bringbackcorruptednawaz but also let her absolutely ridiculous and merit less @MaryamNSharif do stupid ralÖ,Angry
zee??,RT @haiderium14: They not only #bringbackcorruptednawaz but also let her absolutely ridiculous and merit less @MaryamNSharif do stupid ralÖ,Angry
Zeeshan Aslam,chor,Angry
Zia Khan,Chor,Angry
Zia Khan,chor,Angry
Zia Ul Islam Siddiqi,"A crooks card-playing, criminal deception and crafty manipulation of words, does not represent the perspective of poor people of Pakistan. A gathering of a number of thieves, looters and other scum that have been remained in public office for the past Ö",Angry
Zoeb Abbas,chor,Angry
Zubair Ahmed Ansari Ysr,chor,Angry
Zubair Hyder,Besharam aurat hai. Iski baat pe koi etabar nhi kray ga.,Angry
Zubair Hyder,Come on Maryam say something useful. Nonsense utter,Angry
Zubair Sahota,chor,Angry
Zubeida Khatoon,chor,Angry
?? ????,"He is a PERFECT drug &amp; I am his Addicate....
#PakistanRejectsPDM https://t.co/q5RGYo7PJg",DisAgree
?? S@H????,"#???_????_??????? 
#PDM against PM Imran khan and Pakistan army 
#????_??????_????? https://t.co/51F7SK3wQh",DisAgree
??? ?? ??????,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a ìPapa Bachaoî campaiÖ,DisAgree
??? ????,"9 baby u should back 2 home wd all ur culprit ""tola""...",DisAgree
??? ???? ?????,RT @PTIOfficialISB: PDM parties stand totally exposed. #PakistanRejectsPDM,DisAgree
???? ??? ???,"#PakistanRejectsPDM
No TO NRO https://t.co/FVaea9zE5C",DisAgree
???? ??? ???,"#PakistanRejectsPDM
No to NRO https://t.co/2ULmTUtJw0",DisAgree
???? ??? ???,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small pÖ",DisAgree
???? ??? ???? ?? ?? ??.,"RT @hansbadvi: I Reject PDM From Karachi

#PakistanRejectsPDM",DisAgree
???? ????,RT @Minahal_Ch: Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N and PPP bÖ,DisAgree
???? ????,RT @Minahal_Ch: Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N and PPP bÖ,DisAgree
???? ????,"RT @PTIOfficialRWP: Nawaz Shareef tried to leak the secrets of Pakistan in his online speech. 
He tried to show that Pak Army is not good DÖ",DisAgree
???? ????,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a ìPapa Bachaoî campaiÖ,DisAgree
???? ???? ????,Reject PDM,DisAgree
???? ???? ????,Reject PDM,DisAgree
???? ???? ??????,Goooo marryam,DisAgree
???? ????? ???????(?????),"RT @realJunaidHassn: I Reject #PDM ?
I Reject @MaryamNSharif ?
I Reject @NawazSharifMNS ?
I Reject @BBhuttoZardari ?
I Reject @MoulanaOfficÖ",DisAgree
???? ????? ???????(?????),"RT @Hum_IVF: InShaa Allah 
Tuesday Morning 10Am

IVF Will Lead HT
#PakistanRejectsPDM",DisAgree
???? ????? ???????(?????),"RT @realJunaidHassn: I Reject #PDM ?
I Reject @MaryamNSharif ?
I Reject @NawazSharifMNS ?
I Reject @BBhuttoZardari ?
I Reject @MoulanaOfficÖ",DisAgree
???? DATI . ?????? ????,RT @PTIofficial: Pakistanis are a politically aware nation. They cannot be manipulated anymore by PMLN and PPP's PR stunts. PM Khan makes dÖ,DisAgree
????? ??? ?????,"RT @Fazalkharoti: I Reject PDM From Quetta

#PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @shiraznaqvi_ivf: PDM died by himself

#PakistanRejectsPDM https://t.co/XIQ3pL6cCe",DisAgree
????? ??? ?????,"RT @saifurrehman_m: #PakistanRejectsPDM

Pirates and Daku Movement is failed. Failed.",DisAgree
????? ??? ?????,"RT @lTanha1: My name is Ali
I Reject PDM From Karachi

#PakistanRejectsPDM",DisAgree
????? ??? ?????,RT @ErummKhan: Not only Pakistan ... Parties in PDM also rejects each other #PakistanRejectsPDM,DisAgree
????? ??? ?????,"PDM died by himself

#PakistanRejectsPDM https://t.co/XIQ3pL6cCe",DisAgree
????? ??? ?????,"RT @sibghahassan: UKRAINE VS RUSSIA MILITARY POWER COMPARISON | MILITARY STATS https://t.co/1FnG5XSHEx via 
@YouTube

#PakistanRejectsPDMÖ",DisAgree
????? ??? ?????,"RT @shiraznaqvi_ivf: Im shiraz bukhari completely reject corrupt PDM
Any one who Agree with me 
Should Retweet
#PakistanRejectsPDM https:Ö",DisAgree
????? ??? ?????,RT @RaiShehzadJani1: Imran Khan became the Prime Minister by the power of the vote. No power in the world can remove it without any reasonÖ,DisAgree
????? ??? ?????,RT @fahadawan22: I reject PDM from Haripur #PakistanRejectsPDM,DisAgree
????? ??? ?????,"RT @nomii646: #PakistanRejectsPDM
Prof. Rizvi also noted that the #PDM has never been clear about its agenda.
ìEarlier they attacked #ArmyÖ",DisAgree
????? ??? ?????,"RT @qandeelaslam: This is what these rascals were trying to do, even involved #Israel in it... these are all shit people #PakistanRejectsPÖ",DisAgree
????? ??? ?????,"RT @GillaniAwais: First they abuse them &amp; now they r seeking for their support

#PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @NumanNumi1994: #PDM wanted to resign @ImranKhanPTI also #PTIGovernment and go home....?
#PTIForeignFunding #PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @PTITankOfficial: PDM tried to put pressure on government by creating chaos but they didn't know Khan well.

Khan clearly said no to NROÖ",DisAgree
????? ??? ?????,"RT @farahhasan19: #PakistanRejectsPDM https://t.co/c19eggw7uV plz subscribe and Share this video link with friends on WhatsApp , instagramÖ",DisAgree
????? ??? ?????,"RT @mueez2014: #PakistanRejectsPDM

I, Mueez Ahmad from Faisalabad, reject PDM",DisAgree
????? ??? ?????,"RT @saifurrehman_m: #PakistanRejectsPDM 
Pakistan Daku Movement is failed.",DisAgree
????? ??? ?????,"RT @TAAKVIEM: These parties are fully corrupted,
They have exposed badly,
Every pakistani &amp; world also knows about their fraud. that's whyÖ",DisAgree
????? ??? ?????,"RT @NaseemKWazir592: I am Muhammad Naseem Khan Wazir, a common Pakistani and I strongly reject PDM 
#PakistanRejectsPDM",DisAgree
????? ??? ?????,"Im shiraz bukhari completely reject corrupt PDM
Any one who Agree with me 
Should Retweet
#PakistanRejectsPDM https://t.co/224S6qHYxg",DisAgree
????? ??? ?????,"RT @Humanity_JKF: @hansbadvi I Reject PDM From Kashmir

#PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @zohaibaamir27: Rejected
#PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @PTIOfficialRWP: This was the hypocrisy of PDM leaders thatís why #PakistanRejectsPDM 
They raised the voice why Government is not doingÖ",DisAgree
????? ??? ?????,"RT @rizwanaqvi14: Pakistani people reject the 
Pakistan Dacko Movement
#PakistanZindabad
#PakistanRejectsPDM",DisAgree
????? ??? ?????,RT @PTIOfficialRWP: These Said faces are indicating that #PakistanRejectsPDM https://t.co/kYPfIn9YTg,DisAgree
????? ??? ?????,RT @MissBakrii: #PakistanRejectsPDM and I Reject PDM from Karachi.??,DisAgree
????? ??? ?????,RT @KhadeejaBATOOL2: #PakistanMovingForward #PakistanRejectsPDM #Pakistan this is the reality.,DisAgree
????? ??? ?????,"RT @nomii646: #PakistanRejectsPDM
The main opposition parties #PPP and #PMLN had no answer about their own foreign funding and were, therefÖ",DisAgree
????? ??? ?????,"RT @OwaisKh47057325: #PakistanRejectsPDM is already on top

Well done Team @Hum_IVF
Keep exposing them and don't let people forget how PDMÖ",DisAgree
????? ??? ?????,"RT @rizwanaqvi14: All thieves gathered against Imran Khan
#PakistanRejectsPDM",DisAgree
????? ??? ?????,RT @NaheedTq5: PDM doesnít have any agenda they are just doing circus. The most corrupt gang is united to save the nation's looted money anÖ,DisAgree
????? ??? ?????,"RT @NaheedTq5: As a conscious nation, every Pakistani knows that all the parties in the PDM have come together for their own interests to mÖ",DisAgree
????? ??? ?????,"RT @umar_251: #PakistanRejectsPDM
PDM/Fazlu rallies are the major cause of spreading COVID, contrary to the directives of Holy Prophet(pbuhÖ",DisAgree
????? ??? ?????,RT @AQadoosCA1002: We reject too #PakistanRejectsPDM,DisAgree
????? ??? ?????,RT @mutiulhaq777: #PakistanRejectsPDM and their sympathiser journalists.,DisAgree
????? ??? ?????,"RT @Ghazalabaaji: @hansbadvi I Reject PDM From Lahore

#PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @ErshadBhatti5: I hate pdm 
Love Great Pm imran Khan ??
#PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @bajwa_tabassum: We are with Khan
We are with Pakistan #PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @SonofPakistan15: Pakistan rejects Pakistan Decoit's movement. These looters, thugs, killers looted Pakistan for decades and made theirÖ",DisAgree
????? ??? ?????,RT @NaseemKWazir592: #PakistanRejectsPDM and people only trust on PM Imran Khan..,DisAgree
????? ??? ?????,"RT @munib_rehman1: #PakistanRejectsPDM which is Democracy whether its PML-N, PPP, PTI or whoever 
Pakistan only need Khilafah
#Time4KhilafaÖ",DisAgree
????? ??? ?????,"RT @SyedAliTurabK9: @hansbadvi I Reject PDM From Rawalpindi

#PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
Is the NRO only the purpose of life of PDM?
Why their terms are not on public rights?
IÖ",DisAgree
????? ??? ?????,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
Itís clear that main parties of PDM are looking for NRO, thatís why still they didnít pÖ",DisAgree
????? ??? ?????,"RT @Humanity_JKF: Rejected Tola
#PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF
Opposition parties, under the platform of PDM, have united to cover up their corruptionÖ",DisAgree
????? ??? ?????,RT @UmarHay29735756: I Reject PDM from UAE. #PakistanRejectsPDM,DisAgree
????? ??? ?????,"RT @PTIOfficialLHR: PDM was living in fools paradise, 

They tried to pressurise and blackmail the establishment to topple down a constituÖ",DisAgree
????? ??? ?????,"RT @PTIOfficialISB: Public has rejected the anti-state narratives by PDM.

Every person has access to social media so majority knows what'sÖ",DisAgree
????? ??? ?????,"RT @Navy_Maurya: #PakistanRejectsPDM 
@ImranKhanPTI is indeed blessed with a long term vision; and this vision will change the dynamics forÖ",DisAgree
????? ??? ?????,"RT @nomii646: #PakistanRejectsPDM 
As the ECP is set to resume the hearing of foreign funding case against (PTI) on Tuesday, the oppositionÖ",DisAgree
????? ??? ?????,"RT @Uzair93177678: @hansbadvi I Reject PDM From Karachi
#PakistanRejectsPDM",DisAgree
????? ??? ?????,"RT @GillaniAwais: PDM has no future nor they can achieve their goals with less public support. 

One sided they r abusing institutions &amp; onÖ",DisAgree
????? ??? ?????,RT @LongLiveBlh: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a ìPapa Bachaoî campaiÖ,DisAgree
????? ??? ?????,"*#PakistanRejectsPDM*
@Hum_IVF

PTI has submitted it's money transaction details to ECP but whole PDM including PPPÖ https://t.co/qZgrR19OQj",DisAgree
????? ????,"#PakistanRejectsPDM
Prof. Rizvi also noted that the #PDM has never been clear about its agenda.
ìEarlier they attacÖ https://t.co/ZfT3hL2Skv",DisAgree
????? ????,Professor Hassan Askari Rizvi also Agreed with Amir and maintained that ì#PDM should know that the governments cannÖ https://t.co/xvGRWbmPAu,DisAgree
????? ????,"RT @MAslam_K: #PakistanRejectsPDM
Election Commission is going to cancel memberships of #PPP and #PMLN and that's why #PDM has started to cÖ",DisAgree
????? ?????,"RT @U_3322: Imran Khan became the Prime Minister by the power of vote. No power in the world can remove it without any reason.
#PakistanReÖ",DisAgree
????? ?????,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of ImÖ",DisAgree
????? ??????,"#PakistanRejectsPDM
Prime Minister Imran Khan always talks of peace and Modi creates an atmosphere of war by killinÖ https://t.co/9kZdvddjJ8",DisAgree
????? ??????,Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N aÖ https://t.co/b8XNeWqTWr,DisAgree
????? ??????,"RT @Minahal_Ch: Federal Minister Murad Saeed has said that the people also rejected the PDM
@Minahal_Ch
#PakistanRejectsPDM https://t.co/pXÖ",DisAgree
????? ??????,"Federal Minister Murad Saeed has said that the people also rejected the PDM
@Minahal_Ch
#PakistanRejectsPDM https://t.co/pXjbmscsXs",DisAgree
????? ??????,"#PakistanRejectsPDM
Prime Minister Imran Khan always talks of peace and Modi creates an atmosphere of war by killinÖ https://t.co/9kZdvddjJ8",DisAgree
????? ??????,Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N aÖ https://t.co/b8XNeWqTWr,DisAgree
????? ??????,"RT @Minahal_Ch: Federal Minister Murad Saeed has said that the people also rejected the PDM
@Minahal_Ch
#PakistanRejectsPDM https://t.co/pXÖ",DisAgree
????? ??????,"Federal Minister Murad Saeed has said that the people also rejected the PDM
@Minahal_Ch
#PakistanRejectsPDM https://t.co/pXjbmscsXs",DisAgree
????? ??????,RT @SohaibA82559015: Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N andÖ,DisAgree
????? ??????,RT @PTIofficial: PPP must explain the huge payment to US lobbyist Mark Siegel #PPP_PMLN_FundingExposed,DisAgree
?????? ??,"RT @zohaibaamir27: Rejected
#PakistanRejectsPDM",DisAgree
?????? ??,"RT @isizindabad786: #PakistanRejectsPDM
No TO NRO https://t.co/FVaea9zE5C",DisAgree
?????? ??,"RT @smsamalik: Bravo ?? #KPGOT , nothing can be describe better a welfare state more than this example, 
PDM Tabah de ??
#PakistanRejectsPDM",DisAgree
?????? ??,"RT @Fazalkharoti: I Reject PDM From Quetta

#PakistanRejectsPDM",DisAgree
?????? ??,"RT @saifurrehman_m: #PakistanRejectsPDM 
Pakistan Daku Movement is failed.",DisAgree
?????? ??,"RT @khsaqib9: Pak people rejects all chor parties
#PakistanRejectsPDM",DisAgree
?????? ??,"RT @NaseemKWazir592: I am Muhammad Naseem Khan Wazir, a common Pakistani and I strongly reject PDM 
#PakistanRejectsPDM",DisAgree
?????? ??,"RT @hisbanspeaks: #PakistanRejectsPDM

I, Hisban Memon from Hyderabad, reject PDM",DisAgree
