User,comment
Lîkêr Bâçhåâ II,Kanjri 🙏🙏🙏🙏🙏🙏🙏🙏
Waleed Ahmad,Karo karo ...... Hona kuch nahi ha is Pakistan ka
Amir Khan,"keep changing the PDM points, good work, at least busy, not destroying country."
Muhammad Bashir Ahmed,KEEP IT
Zahid U Khan,Keep it up
Malik Khalid,Keep it up brave Lady
Adnan Wafa Jaan G,Khabi kabhi kabhi kursi nahi milegi ab sir ke bal ajao to bi nahi milegi INSHAALLAH
Janatullah Wazir,Khadim husan rizvi Ka janaza SA pao log bhi nahihan Kaya gayara jamato ki itni bhi maqboliat Nahi aaplog Kaya hoqomat garaoga
Kashif Khan Khattak,Khalistan zibdabad
Choudhary Riaz Ahmad,Khan is great leader
Malik Tamoor Jalip,Khan Ji in Ku too k bokhne say  kuch nah I hota😍
Syeda Zarlish Bukhari,Khan nai kaha tha in sab ka aim aik hai aur yai  jo gaseetnay ki batay kartay hai yai  apnag baieo sai zyada close hongay   kunkay choro jai maqsad lootna tha
M Wasim Pmln,"Khan NY aur kuch kaha ,,,nani 420 tum nahi samaj sakty"
Malik Shahbaz Channar,Khan zinda bad
Muhammad Hadi,Khan zindabad
Rizwan Azaan,Khawaja Asif already was doubtful about Zardari group which did not follow charter of Democracy signed by Benezir & Nawaz Sharif. NS kept quite for some time but eventually he said what one day some politician has to speak. NS may not defeat establishm…
Rizwan Azaan,Khotae de ruun
Rizwan Azaan,Khuda Aap Sabke Sath Ho
Raja Fahad,Khuda Ka Khair karo Imran Khan ko kaam karnay do
Baba Butt,"Khuda ka khof kro..5,000 bndo ko Millions keh rahay ho .. loll"
Ishfaq Hussain,Khuda ke vastee awaam ki janoon se na khelo! Aqal ke nakhun lo...Aur humain jeene doo
Noman Qureshi,Khudara bachay kuchay istafay day ker hamari jan choro 🙏🙏🙏🙏🙏
Sardar Nasir Hazarwi,Khush horn rhe hai 11 parties itne log le key aye hai imran khan akela hi itine le ata hai .
Wajahat Shaheen,khusra
Ali Muhammad Ali,Khusra bilawal
Mehar Shahid Kona,Khusri
Khudabukhsh Khan,Khusri firdos
Adnan Saffer,Khusrro ki wazir e azam👏🏻
Saeed UR Rehman,Kia style hy iska love her
Saeed UR Rehman,Kindly take mature decision.i believe on pmln but doubt on ppp.
Saeed UR Rehman,kmal a nani g
Saeed UR Rehman,Kml hi ho gia
Amjad Ali,Koi dhang ki cheezain post karo
Fida Ali,Koi funding kaam nahi aii
Talha Toor Arshad,"koi muryam ki batoon ko dil p na ly zehni tawazun bigur gia he pagul hogai chori me pakdi gai,,,,koi nahi ,,,itna ihtraam to mareez ka bunta he,,,"
Qaisar Ali,KOI NAI MERI PEN KOI NAI...PARESHAN NAI HONA....OOKHA WELA A KOI NAI INSHAALLAH A NAI LANGDA NAZAR AANDA  CHAYTI KITAY....KOI NAI......
مساعد الchorاعري,Koi sunlou iski bhi
Muhammad Jameel,Koti bonk rhi ha
Muhammad Jameel,Kotti urat
RaShad ZaHid,Kuch bhi karlo PDM Kuch nh kar sakta agha imran khan shaib ha TM Kuch nh kar karskta PDM Pakistan Dako Momint ....😄🤣😂
Athar Faheem Faheem,Kuch bi ho akhr awam ko hi noksan hota h
Rana Ilyas,Kurdughlu
Rana Ilyas,Kus warkawa chrta
Rana Ilyas,Kusry
Rana Ilyas,Kuti  maryam
Sardar Malik Zhoaib Dawanj,Kuti chor
Rafaqat Ali,Kutya
Ramzan Khan,kvgmc6g5
Sabir Tanoli,Kya bat a
Khalid Kahral Khalid,Kyoun jahil aour unpardh logoun ko akatha kiya ha. Chund parhy likhy log akathy kr laiti begairat to aourat
Mohammad Rafi Mehar,Lagtah ha irtigul ko UK bajnah Padai ga..iss ka sir qalam karnay kay liya
Asif Ali,Lahnat Teri shakal py
Najjad Khan,Lahore jalsa was bigger than this
Muhammad Sajjad,Lahore jalsy sy zyadah log to peshwar mein qurbani dekhny k ly ikhaty ho jaty hy..
Abdullah Rajput,Lahore ka taraki jalsa ha
Kashif Wali,"lahore zindabad, pakistan paindabad"
Prince Mughal,LAHOREI WANTS TO MAKE MORE HAPPY IF YOU CHANGE THE MAKEUP
Hafiz Mohammed Abdul Aleem,Lahori tujhe aur khush karein gey..Fikar naa kar..Cablary Lady.
Minya Saab Miyan Saab,"Lanat hai is mulk ki siyasat pr srif zati mafaad ki siyasat hai , dunia crona sy mar rahi hai aur idhr bndy p bnda charha hva hai"
Kj Arvind,Lanat Maryam par us kay khandan par.from mardan
Kj Arvind,lanat nani patwarven
Naeem Akhtar Rajpoot,LAnat nani7172
Shehzad Hanif,Lanat ter ty Maryam And PDm ty
Ghulam Mustfa,Lanat. PDM
Altaf Abbasi,Lanati media ho tm log
عرفان وارثی بیول,Lannat hoo maryam par chor kii beati.
توقير حيدر chorر,Late but it's ok..
Shahzad Butt,leader!
Jahangir Baloch,Let see Child.
حافظ محمد رفیق جماری,"Lets See, What to happen to this decision in the near future.  No one can allege without proof. If court is declaring NS a criminal then he  is a criminal. Money trail is all about transparency.  He should pay back to the national exchequer the money o…"
Hassan Bhatti,LGBT is going to achieve nothing even if incumbent govt goes home. In case it goes then Sindh govt will also accompany it. Visualize the scenario where there'll  be no state apparatus behind the notorious corruption king and no production orders and ot…
Aman Ali Kashmiri,Liar of the 21st century
Shafiq Ahmad Pashton,Like
M.A. Shah Fahad,Like
Qaderdad Shar Bloch,Like
Qaderdad Shar Bloch,Like it
Hammad Hammi,like u love u maryam api
Rifhat Mudasar,LIVE | PDM Lahore Jalsa - Minar e Pakistan | Maryam Nawaz - Bilawal Bhutto | BOL News Live
Rifhat Mudasar,Lo jhoti sari dunia dkh rhi h ktny log hn
Rifhat Mudasar,Lodshetiing aur deshet grgi Khan Imran Khan hero pm pakistan vernal bajwa sab khatem Kya madam jhot.mat bolo
Rifhat Mudasar,Log jitny b hon ab koi imran khan ko vote na dy jeena harm kr dia h is ne greeb awam bichri alu khany se b mehroom ho rhi h
سید صدیق اکبر صدیقی,Logon ke liye chairs Ka Intezam nahin kiya aap Logon ne apni chairs Ka intezaam Kar Liya wahh g wah g
Raja Ghanghro,Lol
Hamdan Fareed Shaikh,lol
Irfan Ali Khan Mayo,Lol  deisel
Ravi Kukreja,"Lol, now you don't..."
Wakeel Qureshi,Lol. Alliance of Corrupt elites ho are in power since independence and now crying for rigging .do you have any shame??
Tahir Nafees,Lols...
Fauji Khan,London k falet k bi bat daena chahiey kasy 🐥
Mazhar Janu,Long   live  dear  sister .
Irsadh Bha,Long live maualna
Zubair Y Zubair Y,Long live PMLN
Abdul Haseeb,Long March inshallah
Sajjad Hussain,Loog siraf mayam ko dakhny kaliy aayi hy
Sajjad Hussain,Look at that woman and have a look at Babar. He is professional personality how could he does such things. This is totally false and untrue allegations over him at all.
Ashfaq Ahmad,"Look at the draft true constitutional democracy for the  7 families, what would be wrong if these so called Media give lessons on  Khandani democracy,"
Xh Abid Ali Adv,Look at them! They themselves are not fresh how can they make fresh charter
Ghaffar Khan,"Look at these thugs, the way they have presented the charter of demands, as if all was ok before and everything went bad in last 2 years only, which they will fix in a blink of an eye. Nation has rejected these thieves and election results of GB is ano…"
Usman Kharal,Look who's talking. The birth child of establishment. And yes imran khan is the best to do this job of civilian supremacy who is selected by majority of Pakistanis.
Shaikh Habibullah,Looks like software being updated
Shaikh Akib,Loomri
Kashif Safdar,lordh we?
Waheed Ahmed,Lots fazal ap ney kia kia 30 tak  tu ap tha
Zahid Azam,Lots of luv
Zahid Azam,Love  u
Zahid Azam,Love ❤️ pakistan 🇵🇰 love ❤️ pti ♥️🇵🇰❤️🇵🇰❤️🇵🇰❤️🇵🇰
Zahid Azam,Love you imran Khan
Zahid Azam,Love you عمران خان
Zahid Azam,"Love you,pml,n"
Ahsan Jatoi,lovely
Pmln Tigar Pmln Tigar,Lovely 😍💋 💝💖❤️
Zubair Shah Oryazi,Lun pa Charo nanni...
MuhammadQasim MuhammadQasim MuhammadQasim,Lutry hi thk thy agr wo tutry thy to greeb logon k liye b har chez dastyab thi
Mujahid Lashari,Lutto te Phutto...
Imran Yaqoob,M*f* No any nation is ready for your hypocrite PDM.
Usama Aslam,Ma Sha Allah
Muhammad Jamil,MA Sha Allah
Muhammad Jamil,Ma shaa Allah زبردست congratulations on pdm
Arshad Mehmood,Màdrássàs are the root cause of all the évíl in our country. Let's annihilate all these êxtrêmîst religious institutions so our country can set off on the highway of science and technology.
Salman Ch,Maa ke khoo. Ka hisaab nahi lya is khusry ny
Usama Sahar Randhawa,Maa shah ALLAH
Mian Shahzaman,Maahallah g
Kashif Kashi,Madam
Àsàd Ághá,Madam apny bhayi bi jalsi bolalo home ghrebon ap logon bewaqof banin affsoz madam meryem jan.affosoz 1972 ajkl Tak home bewaqof banayi hain apki bachin.aur bhayi aur peyari in.jelson balao  bilawal Kya taklef hain emel Kya taklef hain mohmood Kya h aur sub ghreb kràya.pr lain ap batao ap lahori ghreb kpk ghreb aur polochistan ghrebon aur sandh ghrebon Kya deya batao madam j aur.molana keya.deya bato madam
Àsàd Ághá,Magnificent
Amirjaved Sheikh,Magnificent
Faizullah Fragh Pmln,Main lahori hn aur lahore pml n ka home town hota tha jis k.jalsay ki wajah say lahore 70 percent closed hojata tha Lakin aaj jab wahan gaya tou lhr enter honay wali road ki side per bahir say log aarahay thay Lakin dosri side per traffic assani say beghair rukay raffa daffa tha aur lahori  0.2 percent thay yeh pehla mauka tha k logo nay nazar andaza Kat diya aur peechli aur majooda hakoomat dono say logo ki umeedain khatam hogayee hain aur sab log ab peechli aur majooda hakomat ko nazar andaz kar k mehangaye aur gurbat say tang aakar
Ali Mumtaz,Main tery Jan nisar by shmar .......
Faizullah Fragh Pmln,"Make it simple"" we have not dare to talk like this in rallies."
Faizullah Fragh Pmln,"Make money from home today via binary/forex/bitcoin trading, take advantage of this 90% risk free opportunity and be glad you did. The secret behind a successful man or woman they say is investment, make hay while the sun shines today and stand out to …"
Raja Ibrahim,"Make money from home today via binary/forex/bitcoin trading, take advantage of this 90% risk free opportunity and be glad you did. The secret behind a successful man or woman they say is investment, make hay while the sun shines today and stand out to …"
Raja Ibrahim,Mam we respect you
Ch Zubair Aslam,Man who has been prime minister for 15 years and had all the oppertunity to raise standards and rebuild the country infrastructure but he could’t do so because he was too busy laundering money abroad is comparing him self with A MAN who had every thing…
chorہزاد سندھو chorہزاد سندھو,Mandwiwalla even a CHAPRASI can question a MNA and MP and he has to answer because they are SERVANTS of 22 crore Awam. If Shezad Akber ASK you an Awam is ASKING a POLITICIAN. Why do you PANICK.
Shahid Rehman,Manipulating religion for their vested interests. What a shame! Poisoning the minds of masses by misusing the already misunderstood concept of jihad. People like him are responsible for the rise of islamophobia and extremism.
Irfan Khan,Mara murshad muolana sab
Muhammad Fayyaz S,Marayam ground da kona tak bhar nahi saki or batain aisa kar rhi ha jasay poora ground bhar lia hoo
Jawed Ahmed,Marayam nawaz nalaiq .chor chor sara tabbar e chor😡😡😡😡
Khawar Abbas,Mariam
Malik Faisal,Mariam is a great chorni of his chore father.  Sharm nhi ati is calibri naani ko jhoot boltay huay.  Sari duniya keh rahi hai k ye chore khandan hai aur ye apna mon kala kranay k liye jalsay krti hai.
Shakir Khan,Mariam ko sans ku chra hoa he
Farzana Arshad,MARIAM NAWAZ AP QUETTA JAO INSANI HAMSARDI K.NATY VURSA KO.TADFIN K LIY RAZI KARO AUR BATA DO NIAZI AWAMI LEADER NAHI HY SELECTED HY US KA AWAM SE KIA LENA DENA
Aleem Akbar,Mariam safdar   chour  kee baite dont understand that
Mohd Yasir,Marime nwaz zindh bad 👍💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗
Barkat Jamil,MARIUM DAFTAR SHARIF PML-N ZARDARI BILLOOOO MUNNI RANIII PPP MOULAAA DIESEL SIRAJUL HAQ MEHMOOD ACHAKJAI AHKTAR MENGAL N ALL OTHER 11 PDM KHAANDAANS MEMBERSHIPS PARTIES INNA LILLAHI  WA INNA ILAYHI RAJEOON THUMMA AAMEEN THUMMA AAMEEN THUMMA AAMEEN
Pervez M Quadir,mariyam tara pooon bht tiet hoga
Hayat Swatee Hayat Swatee,Maryaam BiBi where were you? I was awaiting fr you to see our next PM
Hammad Zafar,Maryam aik beshrm ourt hai jhoot pe jhoot
Farzana Arshad,Maryam apni  washal thik karado. AP ne 9 mah ka project 4 mah main leak kar dia tha. Geraj main bahut leakage hoyi thi apki. Plastic surgery se ziada ye zaruri hay k ap apni washal ki repairing karwa lo.
Malik Wasim Kanhoon Adv,Maryam bibi thora sabar karo sab theek ho jayega..... Ab har kaam to 4 mahinay mai nhi h sakta na
Mallah Mir AJ,Maryam 👌👌👌👌
Maaz Khan,Maryam jhot utna bolo jitna smjh ay
Rana Waleed Raza,Maryam knjr
Sobia Malik,Maryam Nawaz Speech From PDM Lahore Jalsa 13th December 2020
Syed Faizan Ishtiaq,Maryam Nawaz: elections in Pakistan are rigged.
تحقیق کی دنیا,Maryam nichay sai boht garam howi hai....iski kharish koi dhoor karay
Jawad Khan,Maryam Safdar aik paagal aurat hai aur is ko serious lenay wallay sab khotay hain.
Luqman Kundi,Maryam Safdar is a convicted felon. She should be locked up in Kot Lakpat prison.
Shaikh Azadar,"Maryam sb,  copying tahir ul  qadri..  I know"
Mian Umer Bashir,"Maryam sb,  copying tahir ul qadri .."
Abdur Rauf,Mash Allah
Mushaid Ktk,Mash Allah
Sabairulhaq Khan,Mash Allah Bahawalpur's love for graet and brave leader
Harris Irfan,MAShA AllAh
Abdul Qudoos Mangi,MASHA ALLAH
Akbar Khan,Masha ALLAH
Attaurehman Wazir,Masha Allah g
Abdul Khaliq Baloch,Masha Allah great
Hammad Subhani Chughtai,Masha Allah. What a huge crowd. Congratulations
chorیراز علی,"Masha,allah"
Syed Mudassir Ali Bacha,MashaAllah
Nadeem Sundhu,MashaAllah
M Usama Sangi S,MashaAllah
Muhammad Bilal Ahmad,MashaALLAH
Hameed Ur Rehman Khattak,Mashaallah
Lîkêr Bâçhåâ II,MashaAllah
Mian Bahadar Ali Laleka,MashaAllah  great crowd
Zahid Khan,MashaAllah g
Mahmood Anjum,Mashaallah Great leader
SiMair Aziz Ur Rehman,Mashaallah mem g you are very great leader
Aamir Awan,Mashallah
Kashif Khan,Mashallah
Ihsan Waziri Ihsan Waziri,Mashallah
Junaid Wazir,Mashallah
AhMad KhAn YousafZaii,MASHALLAH
Danish Khan,Mashallah
Flôrëncé Nïghtíngàlê,Mashallah
Mirza Shebi,MashAllah
Aatif Ullah Khan,Mashallah
Saqib Hussain Bangash,Mashallah
Shahid Khan,Mashallah
Tahir Saleem,Mashallah
Nadir Shah,Mashallah
Noor Ayaz,mashallah
Babar Hussain,Mashallah
Zia Kakar,Mashallah
Khawar Ch,Mashallah
Abuzar Jani,Mashallah
Waqas Malang,Mashallah
Aman Khan,Mashallah
Tila Muhammad Khan,"Mashallah ab yaad aa Raha hai aap ko k awaam Kya chahty Hain, awaam aap logon say axadi chahty Hain, aap k Bhutto say axadi chahty Hain, idiot , Kon sunta hai aap fazool logon ko"
Abdullah Khan,Mashallah Allah pak aisy he apny leader sa piyary krny ke himat deta rhy ameen
Muhammad Usama,Mashallah Baber Sherni ALLAH lambi Zindagi Dy apko sada slamat rahu
Hussain Muhammad,Mashallah Baber Sherni ALLAH lambi Zindagi Dy apko sada slamat rahu
Mudassar Hassan Butt,MASHALLAH GOOD
ALii Qasim,Mashallah Huge Crowed
Inzimam Ul Haq Shigri,Mashallah nice
Babar Ayub,Mashallah sherrr
Babar Ayub,Mashallah very nice
Malik Hassan,Mashallah zaber10
Nargis Ikram,"Mashallah,In thease critical situation. the bahulpour public decision infaver of PMLN."
Noor Khan,MashAllah.Congratulations Mam.May Allah bless u with courage and success in ur massive campaign against the selected government.
Ubaid Khan,MashAllah.Congratulations Mam.May Allah bless u with courage and success in ur massive compaign against the selected & selectors.
Azeem Gujar,MashAllah.Congratulations Mam.May Allah bless u with courage and success in ur massive compaign against the selected government.
Rafique Rustmani,MashAllah.Congratulations Mam.May Allah bless u with courage and success in ur massive compaign against the selected government.
