users,comments,labels,,
?????? ??,RT @humeraali7: #PakistanRejectsPDM because PDM’s motives are based on self centered agenda n their slogan of “Saving Democracy” is actuall…,disagree,,
M.Amir Raza,RT @PTIOBajaur: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campaig…,disagree,,
?????? ??,"RT @Humanity_JKF: @hansbadvi I Reject PDM From Kashmir

#PakistanRejectsPDM",disagree,,
PTI Tank,"PDM tried to put pressure on government by creating chaos but they didn't know Khan well.

Khan clearly said no to… https://t.co/MIVrLC5NFu",disagree,,
?????? ??,"RT @PTIOfficialLHR: PDM was living in fools paradise, 

They tried to pressurise and blackmail the establishment to topple down a constitu…",disagree,,
????? ??? ?????,"RT @Navy_Maurya: #PakistanRejectsPDM 
@ImranKhanPTI is indeed blessed with a long term vision; and this vision will change the dynamics for…",disagree,,
?????? ??,RT @PTIOfficialLHR: PDM has only succeeded in bringing their own political workers in the political gatherings rather than the common man.…,disagree,,
PTI Rwp Official,They started crying in GB elections infront of ARMY to help them in winning election. Because they know that… https://t.co/QYf9X6y2oL,disagree,,
Kaleem Shaikh????,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
?????? ??,"RT @GillaniAwais: PDM has no future nor they can achieve their goals with less public support. 

One sided they r abusing institutions &amp; on…",disagree,,
@abuhadimusa,"RT @PTIOfficialRWP: This was the hypocrisy of PDM leaders that’s why #PakistanRejectsPDM 
They raised the voice why Government is not doing…",disagree,,
?????? ??,"RT @PTIOfficialISB: Public has rejected the anti-state narratives by PDM.

Every person has access to social media so majority knows what's…",disagree,,
?????? ??,"RT @PTIOfficialRWP: This was the hypocrisy of PDM leaders that’s why #PakistanRejectsPDM 
They raised the voice why Government is not doing…",disagree,,
????? ??? ?????,"RT @nomii646: #PakistanRejectsPDM 
As the ECP is set to resume the hearing of foreign funding case against (PTI) on Tuesday, the opposition…",disagree,,
Hamdam,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
?????? ??,"RT @PTIOfficialISB: PDM tried to put pressure on government by creating chaos but they didn't know Khan well.

Khan clearly said no to NRO…",disagree,,
????? ??? ?????,"RT @Uzair93177678: @hansbadvi I Reject PDM From Karachi
#PakistanRejectsPDM",disagree,,
MajorGeneralISPR,"RT @hisbanspeaks: #PakistanRejectsPDM

I, Hisban Memon from Hyderabad, reject PDM",disagree,,
Muhammad Irfan,"RT @JheduMalik: Real Diamond
@Hum_IVF
#PakistanRejectsPDM https://t.co/oxtiJYqlha",disagree,,
?????? ??,RT @PTIOfficialRWP: These Said faces are indicating that #PakistanRejectsPDM https://t.co/kYPfIn9YTg,disagree,,
???? ??? ???,"#PakistanRejectsPDM
No TO NRO https://t.co/FVaea9zE5C",disagree,,
Hisban Memon,"#PakistanRejectsPDM

I, Hisban Memon from Hyderabad, reject PDM",disagree,,
PTI Tank,"These parties are fully corrupted,
They have exposed badly,
Every pakistani &amp; world also knows about their fraud. t… https://t.co/OJPah1K3eo",disagree,,
?????? ??,RT @MissBakrii: #PakistanRejectsPDM and I Reject PDM from Karachi.??,disagree,,
???? ??? ???,"#PakistanRejectsPDM
No to NRO https://t.co/2ULmTUtJw0",disagree,,
PTI,"RT @AliRazaTweets: #PakistanRejectsPDM

Fazal-ur-Rehman wants to become MNA
Nawaz Sharif wants his re-entry in politics
Asif Zardari wants…",disagree,,
Shahid Yasin Mittha,"RT @U_3322: I Reject PDM From M.B.Din
#PakistanRejectsPDM https://t.co/lhMuBnGhdS",disagree,,
?????? ??,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
?????? ??,RT @PTIOfficialRWP: The leading person of PDM is also alleged of making corruption that’s why #PakistanRejectsPDM https://t.co/bakwhRLCrH,disagree,,
Humayun Saqib,"RT @JheduMalik: My name is sadaqat And i Reject PDM
@Hum_IVF
#PakistanRejectsPDM",disagree,,
PTI Tank,Imran Khan became the Prime Minister by the power of vote. No power in the world can remove it without any reason.… https://t.co/plLbDaMCnn,disagree,,
?????? ??,RT @LongLiveBlh: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
?????? ??,"RT @LongLiveBlh: This was the hypocrisy of PDM leaders that’s why #PakistanRejectsPDM 
They raised the voice why Government is not doing Co…",disagree,,
?????? ??,"RT @hamzaakrampk: Earlier Pakistanis and especially Pashtun Pakistanis rejected PTM.

Now once again all Pakistanis have rejected PDM as we…",disagree,,
Shaibi Malik,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
PTI Tank,"Earlier Pakistanis and especially Pashtun Pakistanis rejected PTM.

Now once again all Pakistanis have rejected PDM… https://t.co/x3mVaLqcqB",disagree,,
Chaudhary U?er !,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
PTI,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
Zahra Imran,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
?????? ??,RT @PTIOfficialRWP: Gilgit Baltistan Elections give a strong Slap on the face of PDM leaders and show them the mirror what the public think…,disagree,,
?????? ??,"RT @Navy_Maurya: #PakistanRejectsPDM 
@ImranKhanPTI is indeed blessed with a long term vision; and this vision will change the dynamics for…",disagree,,
?????? ??,"RT @rizwanaqvi14: Pakistani people reject the 
Pakistan Dacko Movement
#PakistanZindabad
#PakistanRejectsPDM",disagree,,
?????? ??,"RT @Ali23Engr: @NaeemBukhariPK Once and for all, this group of corrupt politicians #PDM who have severely damaged our Country needs to be e…",disagree,,
Hamid Nowab,"For PDM under construction, the planning is in progress to make hues &amp; cries. Of course then there’ll be time to re… https://t.co/QidsLB7I7W",disagree,,
?????? ??,RT @KhadeejaBATOOL2: #PakistanMovingForward #PakistanRejectsPDM #Pakistan this is the reality.,disagree,,
Markhor????,"RT @H_afiz8: The public is well aware of the real nature of the PDM gang's nefarious activities.
The country will not give NRO to the robbe…",disagree,,
?????? ??,"RT @rizwanaqvi14: All thieves gathered against Imran Khan
#PakistanRejectsPDM",disagree,,
?????? ??,"RT @Bismanoor_: #PakistanRejectsPDM
Pakistan Democratic Movement’s (PDM) identity is nothing more than a corrupt group.",disagree,,
?????? ??,"RT @SyedAliTurabK9: @hansbadvi I Reject PDM From Rawalpindi

#PakistanRejectsPDM",disagree,,
?????? ??,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Nawaz Sharif was doing hypocritical politics because he went to abroad and enjoying his…",disagree,,
?????? ??,RT @Baigalzulfiqar1: She has looted Billions But She can't buy a new life for her mother which proves that money can't buy you everything!!…,disagree,,
MeharAbbasi,"RT @hansbadvi: I Reject PDM From Karachi

#PakistanRejectsPDM",disagree,,
????? ?????,"RT @nazar_lahori: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of Im…",disagree,,
Naureen ? ?,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
Dr. Farooq Buzdar????,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
Shaibi Malik,"RT @JheduMalik: My name is sadaqat And i Reject PDM
@Hum_IVF
#PakistanRejectsPDM",disagree,,
????? ??? ?????,"RT @GillaniAwais: PDM has no future nor they can achieve their goals with less public support. 

One sided they r abusing institutions &amp; on…",disagree,,
????? ??? ?????,RT @Waleedadnan9: I Mohammad Waleed Adnan reject PDM from Lahore. But urges Imran Khan to improve governance and control Electricity Prices…,neutral,,
?????? ??,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Pakistan Democratic Movement’s (PDM) identity is nothing more than a corrupt group.",disagree,,
???????,"RT @U_3322: I Reject PDM From M.B.Din
#PakistanRejectsPDM https://t.co/lhMuBnGhdS",disagree,,
?????? ??,RT @iamfarhansindh: #PakistanRejectsPDM and also #PDMrejectsPDM,disagree,,
Saifurrehman M. Noman,"RT @VolunteerPMTF: #PakistanRejectsPDM
Let me say this today Allah is with us and we believe in his commands. He gave us hope in shape of I…",disagree,,
?????? ??,"RT @umar_251: #PakistanRejectsPDM
PDM/Fazlu rallies are the major cause of spreading COVID, contrary to the directives of Holy Prophet(pbuh…",angry,,
Jatoi ????? ????,"RT @AliRazaTweets: #PakistanRejectsPDM

I, Ali Raza from Hyderabad, reject PDM",disagree,,
PTI Islamabad,"RT @PTIOfficialRWP: This was the hypocrisy of PDM leaders that’s why #PakistanRejectsPDM 
They raised the voice why Government is not doing…",disagree,,
?????? ??,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
opposition parties were intentionally playing with health and lives of the people by hol…",disagree,,
?????? ??,"RT @Saif__Says: #PakistanRejectsPDM dus to their nonsense slogan ""Fight for Real democracy"" 
ppl knows the reality of PDM. These crooks lo…",disagree,,
???? ??? ???,"RT @zartajgulwazir: The scattered Opposition parties have totally lost the plot. Their circus show reeks of hypocrisy.

Meaningless small p…",disagree,,
?????? ??,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Nawaz Sharif was doing hypocritical politics because he went abroad and enjoying his lif…",disagree,,
?????? ??,"RT @munib_rehman1: #PakistanRejectsPDM which is Democracy whether its PML-N, PPP, PTI or whoever 
Pakistan only need Khilafah
#Time4Khilafa…",disagree,,
?????? ??,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
“PDM’s unsuccessful rallies show its flop narrative. The opposition is endangering the l…",disagree,,
?????? ??,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
Pakistan Democratic Movement (PDM), violating standard operating procedures (SOPs), in p…",disagree,,
PTI,RT @humeraali7: #PakistanRejectsPDM because PDM’s motives are based on self centered agenda n their slogan of “Saving Democracy” is actuall…,disagree,,
PTI Tank,RT @PTIofficial: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
?????? ??,RT @AQadoosCA1002: We reject too #PakistanRejectsPDM,disagree,,
Hamid Murtaza Khan Lodhi,"RT @JheduMalik: My name is sadaqat And i Reject PDM
@Hum_IVF
#PakistanRejectsPDM",disagree,,
?????? ??,RT @Saif__Says: PDM stand for Pakistan Destroy Movement. So thats why #PakistanRejectsPDM,disagree,,
PTI Tank,RT @InsafPK: One of the reasons why #PakistanRejectsPDM is that the people have seen PM Imran Khan’s policies being successful. Textile ind…,disagree,,
????? ??? ?????,RT @LongLiveBlh: PDM was an unnatural alliance now meeting its fate as it had no public interest as its goal. It was a “Papa Bachao” campai…,disagree,,
?????? ??,"RT @Shiraznaqvi111: *#PakistanRejectsPDM*
@Hum_IVF
half of PDM leaders are fugitives and half are on bail who are demanding resignations.",disagree,,
Liaquat Ali Team IVF,"RT @MAslam_K: #PakistanRejectsPDM
PPP and PMLN have engaged in money laundering through their party accounts too. https://t.co/mpw3ZgFvwJ",disagree,,
????? ????,"RT @MAslam_K: #PakistanRejectsPDM
Election Commission is going to cancel memberships of #PPP and #PMLN and that's why #PDM has started to c…",disagree,,
Saifurrehman M. Noman,"RT @MAslam_K: #PakistanRejectsPDM
PPP and PMLN have engaged in money laundering through their party accounts too. https://t.co/mpw3ZgFvwJ",disagree,,
????? ??????,RT @SohaibA82559015: Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N and…,disagree,,
wajid ali,RT @arshadsyed001: Reason ?? why Iqrar like ppp ideology &amp; pmln governance ?? https://t.co/hfuVJ0TlWY,neutral,,
Liaquat Ali Team IVF,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF

PTI has submitted it's money transaction details to ECP but whole PDM including PPP an…",disagree,,
?????? ????? ?????,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF

PTI has submitted it's money transaction details to ECP but whole PDM including PPP an…",disagree,,
IVF?M U N E E B ????????,"RT @shiraznaqvi_ivf: *#PakistanRejectsPDM*
@Hum_IVF

PTI has submitted it's money transaction details to ECP but whole PDM including PPP an…",disagree,,
????? ??? ?????,"*#PakistanRejectsPDM*
@Hum_IVF

PTI has submitted it's money transaction details to ECP but whole PDM including PPP… https://t.co/qZgrR19OQj",disagree,,
Sohaib Ahmad,Prime Minister Imran Khan has said that the people of Lahore rejected the PDM show and made a big decision. PML-N a… https://t.co/paueALi34n,disagree,,
Taimur Shahid,"For all #PDM, this is actually the reality for the failed plan of protest infront of #ECP

#PTI #PPP #PMLN #JUI… https://t.co/vMfK8Y1bOd",disagree,,
Abid Javed,RT @imvaishalisingh: I'm laughing like crazy ???? https://t.co/Xbyg0pheMH,sarcastic,,
Aswajutt,RT @PTIOfficialRWP: Money laundering through party funding exposed #PPP_PMLN_FundingExposed https://t.co/OvUWFAMFaz,disagree,,
Aswajutt,RT @PTIOfficialRWP: Incomplete records are being provided to hide foreign funding. #PPP_PMLN_FundingExposed https://t.co/UoehVkvRap,disagree,,
Aswajutt,"RT @PTIOfficialRWP: Don’t show the hypocrisy.
Face the accountability in Election commission. #PPP_PMLN_FundingExposed https://t.co/W7iBz0G…",disagree,,
Muhammad nawaz sunpal,"RT @MAslam_K: #PakistanRejectsPDM
Election Commission is going to cancel memberships of #PPP and #PMLN and that's why #PDM has started to c…",disagree,,
Raja Gidh™ PTI,@NajamSyed15 Shame on these crooks @pmln_org @NawazSharifMNS #PDM crooks to the core,disagree,,
Anzal,@ShahramAzhar What is far more interesting that ppp and pmln refused to submit their funding details to the same st… https://t.co/1n5VeareVZ,neutral,,
Amir,"RT @PTIOfficialISB: Information Minister @shiblifaraz has exposed the propaganda of PDM.

PDM is just trying another attempt to pressurise…",disagree,,
Mohsin Hijazee,"My two cents - Democrats are as ineffective, incompetent and spinelessness as PMLN is in Pakistan. Both have their… https://t.co/ylNXNAdkk1",disagree,,
Deer of TFP ??,"RT @agentjay2009: So where does the PDM stand after the Epic Failure of Lahore Jalsa? 

Back to something they have tried and failed at: Fo…",sarcastic,,
Asif Rashid,"RT @MunibISF: #PPP_PMLN_FundingExposed
A perfect example of ""Theif threating the constable"" is the attitude of PMLN &amp; PPP. 
The famous frau…",disagree,,
Syed Ahmed Shah,RT @DRMS03: @MaryamNSharif A humble request from a Pmln lover and worker “Please keep the pace of PDM movement up. Don’t let it slow down a…,agree,,
Nad.sh,RT @PTIofficial: Pakistanis are a politically aware nation. They cannot be manipulated anymore by PMLN and PPP's PR stunts. PM Khan makes d…,disagree,,
Maaya,"RT @InsafianChokra: Bilawal's withdrawal from protest is clear. PDM itself is not on one page
The PDM will soon fall into the mire of forei…",disagree,,
????? ??????,RT @PTIofficial: PPP must explain the huge payment to US lobbyist Mark Siegel #PPP_PMLN_FundingExposed,disagree,,
Tanzeel Qureshi,"Let’s go Let’s go Let’s go to Islamabad In support of PMLN and PDM on 19th January ,
District Rawpindi Team of PMLN… https://t.co/Tj1JgfQEDX",agree,,
Faryyad Ahmad,"RT @ZaidiiG7: #PPP_PMLN_FundingExposed
Real story of Pdm behind protests against #PTIGovernment in front of election commission
#?????_???_…",disagree,,
Omer Khan,@MaryamNSharif Your daddy also played very smart. Each page of #pmln books have #osmabinladin name ??,sarcastic,,
Aamir Khan Ktk,RT @PTIofficial: PPP must explain the huge payment to US lobbyist Mark Siegel #PPP_PMLN_FundingExposed,disagree,,
Abdul Basit Pracha,"@HamidMirPAK Dear Mir Sb
Allah Ka Wasta hay 
Be Reasonable Be Hamid Mir
For God Sake PTI case is nothing to do with… https://t.co/V4WakzPk1A",neutral,,
??? ???,@Hussain_NSharif give me a follow back Respective sir Thanks regard Hassan Ali PML N Lahore Lovers,agree,,
Asif hashmi,@kpmlnhazara Pmln from Gujranwala,agree,,
Mufti jwaz,"RT @MehrAli09898342: Let’s go Let’s go Let’s go to Islamabad In support of PMLN and PDM on 19th January ,
District Attock Team of PMLN is f…",agree,,
Haley Noor,"RT @InsafianChokra: Bilawal's withdrawal from protest is clear. PDM itself is not on one page
The PDM will soon fall into the mire of forei…",disagree,,
Touseef Haider,"RT @cuckoo_2020: Almost the end of PMLN and PPP!

InshaAllah

#???????_????_??? https://t.co/g0xgS96zD0",disagree,,
Anwar Ali Khan Advocate,RT @PTIofficial: Pakistanis are a politically aware nation. They cannot be manipulated anymore by PMLN and PPP's PR stunts. PM Khan makes d…,disagree,,
Mehr Ali,"Let’s go Let’s go Let’s go to Islamabad In support of PMLN and PDM on 19th January ,
District Attock Team of PMLN i… https://t.co/XkC8Y2BIRH",agree,,
AbrarSheikh3,@pmln_org @betterpakistan This man is absolutely arrogant and corrupt,angry,,
Ash (The Professor),"The problem was, he was naive. He did not realise the extent of the corruption of the PPP and PMLN and the destruct… https://t.co/79ynyr3Sfc",disagree,,
Shair Ahmed,@pmln_org @betterpakistan Time has not yet come to trace it. Wait for suitable time,neutral,,
Saad Farooq,"@DanMir24432407 @FactFocusFF Lol, ok... why did PMLN carry the 14 year sham then??

hahahahaha",sarcastic,,
Maryam Malik,"@biznishub @HUSAINZESHAN12 @MaryamNSharif ALLAH is with the one who is Honest ,So we all here to watch their lies b… https://t.co/9eqGOwV32J",disagree,,
Dr Awan,"RT @Muhamma69542263: Just wonder, 
This is Corruption Of One Family. $ 870 M.
Almost Everyone in Pmln and PPP has Looted Pakistan merciless…",disagree,,
javed usmani,@AmbreenPTI1 @OfficialAjan You think pmln is good at governance...?????? is it good governance to destroy the economy.… https://t.co/rhxEbSjvdj,sarcastic,,
Dr. Muhammad Sajid,@AbsarAlamHaider @Raqeeb_Rosia But now nawaz sharif and Muslim league must raise their voice loud and persistent. S… https://t.co/ke0z0ZwkDd,agree,,
Shahid Baig,RT @Manzoor65096707: The more monkey climbs the tree the more he exposes his ass. Pmln &amp; PPP have been caught with their trousers down ??????…,sarcastic,,
Safina,"@iqrarulhassan @RabiahRazzaq ????
What kind of ideology is this?
PMLN... is in better Governance 
Your preference is… https://t.co/nCN3GhDI1v",sarcastic,,
Maher Ihsan ullah,@hinaparvezbutt Original ya calibary Wali because nothing is real in PMLN,disagree,,
Abbas Qureshi,@MashwaniAzhar PMLN have no morals or dignity or respect for humanity or Pakistan,disagree,,
Ahmad,"I stand with @MianNawazMNS @CMShehbaz, no one has done more for Pakistan then @pmln_org @alimdar82 https://t.co/DtJdQMzrqH",agree,,
syed Bukhari,"Is there any good English teacher, who can teach read and write to PMLN!!!!!! So pmln can read court cases decisions...",sarcastic,,
Shanaz Saddique,"RT @PTIOfficialISB: Yes, they are afraid of being exposed.

Money Laundering issue will be highlighted once again.

#PPP_PMLN_FundingExposed",disagree,,
Haroon Qureshi,With every new scandal - #PMLN leaders fall to new low - #NawazSharif is lucky that he got so disgusting people.… https://t.co/hzmnTA2kYI,disagree,,
???? DATI . ?????? ????,RT @PTIofficial: Pakistanis are a politically aware nation. They cannot be manipulated anymore by PMLN and PPP's PR stunts. PM Khan makes d…,disagree,,
engr Umer Farooq???????,"RT @faseehudeen01: Boht ho gaya #CorruptImranKhan ka trend.??
No more silence
Lets start #ro_pdm_ro trend????

#IqrarulHassan #WeSupportIqrar…",angry,,
ABDUL Samad,@NawazSharifMNS @pmln_org #NawazSharif Love you sir,agree,,
ABDUL Samad,@MaryamNSharif @pmln_org Love you sir as a student i can say that you work for us for the batterment of Student you… https://t.co/ynwaVp4I8d,agree,,
Aftab Saeed,"https://t.co/4uRzlbIbWJ
Long live PMLN's short lived ""Revolution!"" LMAO!",sarcastic,,
Umer Ali Awan,"@hinaparvezbutt Iz bechari na twitter account beziti krwany k liye rakha ha. Seriously, no one appreciate her bongi… https://t.co/6SFmzwLk3O",disagree,,
UnityJusticePiece,@iVeenaKhan PMLN and Ppp partnership did not even left zakat given for orphans.,angry,,
Aftab Saeed,"https://t.co/skeJlTjAf9
Must watch : PMLN again screwed by the English language, LMAO!",sarcastic,,
Rauof Nawab PML N Kasur ????,Great work by @AzmaBokhariPMLN &amp; other pmln officials https://t.co/vK0A0tsIIS,agree,,
?????????,RT @PTIofficial: Pakistanis are a politically aware nation. They cannot be manipulated anymore by PMLN and PPP's PR stunts. PM Khan makes d…,disagree,,
Raja Gidh™ PTI,@ShazadAkbar Such looters have destroyed #Pakistan @pmln_org @MediaCellPPP,disagree,,
RDX,"@Yasir_PMLN07 @AshrafRa9 @AzmaBokhariPMLN Mashallah very nice picture, all look like family ?????? proud to be a pmln… https://t.co/B8zdtcdr1P",agree,,
Faiza Umer,RT @PTIofficial: Pakistanis are a politically aware nation. They cannot be manipulated anymore by PMLN and PPP's PR stunts. PM Khan makes d…,disagree,,
Ch Umar,Reject PDM,disagree,,
Attaullah Attaullah Khan Swat,Reject PDM,disagree,,
Rana Nadeem Khan,Reject PDM,disagree,,
Hasil Soomro,Reject PDM,disagree,,
Waseem Channar,Reject PDM,disagree,,
Agha Zain Ullah,Reject PDM,disagree,,
Muhammad Husnain Farrukh,Reject PDM,disagree,,
Muhammad Mubin,Reject PDM,disagree,,
Maroof Kabir,Reject PDM,disagree,,
Malik Zahid Tanoli,Reject PDM,disagree,,
Maryam Rajpoot,Reject PDM,disagree,,
Kashif Awan,Reject PDM,disagree,,
Adv Farah Baloch,Reject PDM,disagree,,
ARêej Tah?r,Reject PDM,disagree,,
Naeem Asad Dev,Reject PDM,disagree,,
Anis Ur Rahman,Reject PDM,disagree,,
Afaq Ahmed,Reject PDM,disagree,,
Huzam Sharf,Reject PDM,disagree,,
Muhammad Nadeem,Reject PDM,disagree,,
Hina Hina,Reject PDM,disagree,,
???? ???? ????,Reject PDM,disagree,,
Waseem Baloch,Reject PDM,disagree,,
Ch Anees Watna,Reject PDM,disagree,,
Umair Awan,Reject PDM,disagree,,
Ishtiaq Abbasi,Reject PDM,disagree,,
Abhishek Sinh,Reject PDM,disagree,,
Rana Azeem,Reject PDM,disagree,,
Zahid Kayani,Reject PDM,disagree,,
Pinned by,Reject PDM,disagree,,
ghani baba kalli,Reject PDM,disagree,,
itx aemi vlog,Reject PDM,disagree,,
Akhtar Boos,Reject PDM,disagree,,
Rana sajid,Reject PDM,disagree,,
Channel 9,Reject PDM,disagree,,
Rijo Mayo,Reject PDM,disagree,,
Fareeya khan,Reject PDM,disagree,,
Rizwan Khan,Reject PDM,disagree,,
Sanjy kumar,reject PDM,disagree,,
VIR BONE,reject PDM,disagree,,
Wall Paper walaay expo interior,reject PDM,disagree,,
Aslam Kanara,reject PDM,disagree,,
S R N Gaming zone,reject PDM,disagree,,
najma israr,reject PDM,disagree,,
Shaikh TV,reject PDM,disagree,,
Naeem Amir,reject PDM,disagree,,
Mian Umer,reject PDM,disagree,,
Mahnoor 438,reject PDM,disagree,,
saad saqib1,reject PDM,disagree,,
Jamil Iqbal,reject PDM,disagree,,
vilma favorito,reject PDM,disagree,,
Chudhary Hamza,reject PDM,disagree,,
Shan S,reject PDM,disagree,,
Mubeen Shahid,reject PDM,disagree,,
Jawed Iqbal,reject PDM,disagree,,
asif ali,reject PDM,disagree,,
JUNAID KHAN Official,reject PDM,disagree,,
Mirza Nadeem,reject PDM,disagree,,
Malik Imran,reject PDM,disagree,,
shah Zaib,reject PDM,disagree,,
Syadi amir,reject PDM,disagree,,
Ahmed Ahmed,reject PDM,disagree,,
Ghulam Sarwar48,reject PDM,disagree,,
USMAN Randhwaw JUTT,reject PDM,disagree,,
ZULFIQAR ALI,reject PDM,disagree,,
Muhammad Amin,reject PDM,disagree,,
Hamza Mobiles,reject PDM,disagree,,
Aamir khan,reject PDM,disagree,,
Arshad Khan,reject PDM,disagree,,
Muhammad Amjad,reject PDM,disagree,,
Jabir malik 538,reject PDM,disagree,,
Rehmatali Rehmatali,reject PDM,disagree,,
Umer Ch,reject PDM,disagree,,
gyan Hai To Jaan Hai,reject PDM,disagree,,
Fatima Haroon,reject PDM,disagree,,
Musilm Khan,reject PDM,disagree,,
Mubeen Shahid,reject PDM,disagree,,
Hasan Ali,reject PDM,disagree,,
Zeeshan Malik,reject PDM,disagree,,
Shan Kazmi,reject PDM,disagree,,
sania irfan warrich,reject PDM,disagree,,
Syed Rasool,reject PDM,disagree,,
Muhammad Aatir Ijaz,reject PDM,disagree,,
Umer Ch,reject PDM,disagree,,
Naveed Younas,reject PDM,disagree,,
Anaya Noor,reject PDM,disagree,,
Shakeel Ali,reject PDM,disagree,,
Imran Bhai,reject PDM,disagree,,
Ahzar Baloch,reject PDM,disagree,,
Muhammad Asif,reject PDM,disagree,,
Zahir Abbas,reject PDM,disagree,,
Muhammad rafiq,reject PDM,disagree,,
IK Studio,reject PDM,disagree,,
